jurisdiction,year,quarter,num_inmate_are_3rd_striker,num_inmate_are_2nd_striker,num_unserved_felony_warrants,num_unserved_misdemean_warrants,percent_inmates_illegal_alien,num_inmate_assaults_on_staff,money_spent_medication_last_qtr,money_spent_psych_med_last_qtr,avg_length_stay_all_releases,avg_length_stay_pretrial_release,avg_length_stay_sentnced_release,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
Solano Sheriff's Department,2008,2,4,19,7e3,6e3,1,4,156005,98761,18.7,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2008,2,5,4,1455,20883,15.7,15,70417,47537,20.7,4.3,52,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2008,2,28,NA,NA,NA,6,1,68754,63111,23,8,72,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2008,2,1,NA,NA,NA,15,2,61928,40838,14.5,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2008,2,NA,NA,NA,NA,1,1,24454,NA,24,4,56,Trinity County,06,105,06105
Tulare Sheriff's Department,2008,2,NA,NA,NA,NA,NA,0,NA,NA,43.120000000000005,21.9,67.79,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2008,2,3,3,346,1380,0,0,4886,2652,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2008,2,NA,NA,4976,48221,6.9,8,131490,56350,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2008,2,NA,NA,NA,NA,NA,0,541,0,61,NA,63,Ventura County,06,111,06111
Yolo Sheriff's Department,2008,2,3,8,620,1802,NA,NA,47459,31601,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2008,2,NA,NA,356,1209,45,1,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2008,1,19,34,2959,8359,5,26,11e5,5e5,31,27,61,Alameda County,06,001,06001
Amador Sheriff's Department,2008,1,NA,NA,219,3969,0.9,2,6774,4473,14.4,3.69,11.55,Amador County,06,005,06005
Butte Sheriff's Department,2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,2008,1,NA,NA,NA,NA,12,0,13771,11806,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2008,1,0,0,203,1441,15,0,4179,3106,10.31,6.6499999999999995,17.82,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2008,1,NA,NA,3168,20400,5,13,265513,136710,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2008,1,NA,NA,370,3668,3,1,NA,NA,18.5,1.96,56,El Dorado County,06,017,06017
Fresno Sheriff's Department,2008,1,44,120,NA,NA,1,11,216801,149128,30.75,25.08,83.27,Fresno County,06,019,06019
Glenn Sheriff's Department,2008,1,1,0,NA,NA,21,0,26463,4566,16.05,7.4,24.77,Glenn County,06,021,06021
Humboldt Sheriff's Department,2008,1,NA,NA,837,20279,NA,5,65342,48668,14,8,52,Humboldt County,06,023,06023
Imperial Sheriff's Department,2008,1,NA,NA,2288,39261,NA,1,11854,1097,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,2008,1,0,0,NA,NA,6,0,NA,NA,26.6,11.7,57.5,Inyo County,06,027,06027
Kern Sheriff's Department,2008,1,30,NA,5589,44824,17,3,172021,144193,23,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,2008,1,NA,NA,589,2016,20,0,26144,16217,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2008,1,NA,NA,244,4231,NA,NA,31340,18343,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2008,1,NA,NA,209,1214,0,0,44940,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2008,1,NA,NA,106149,1026903,23,58,3701182,1454885,53.64,27.79,56,Los Angeles County,06,037,06037
Madera Corrections Department,2008,1,NA,NA,NA,NA,18,1,39014,19729,NA,NA,NA,Madera County,06,039,06039
Marin Sheriff's Department,2008,1,4,8,704,4632,28,0,62262,19222,18.2,13.8,36.8,Marin County,06,041,06041
Mariposa Sheriff's Department,2008,1,0,3,93,770,0,2,6889,1958,15,15,15,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2008,1,9,NA,492,4359,4,0,17258,3694,15,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2008,1,3,7,3714,13098,11,0,NA,NA,NA,NA,NA,Merced County,06,047,06047
Modoc Sheriff's Department,2008,1,0,0,192,458,1,0,10141,NA,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2008,1,0,2,508,10440,2,0,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2008,1,NA,NA,2827,8093,NA,0,10099,9387,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,2008,1,NA,NA,NA,NA,19,2,NA,NA,NA,17,11,Napa County,06,055,06055
Nevada Sheriff's Department,2008,1,NA,NA,NA,NA,NA,NA,22688,8734,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2008,1,21,33,26038,114908,19.6,4,971024,680745,35.8,1.7,42,Orange County,06,059,06059
Santa Ana Police Department,2008,1,NA,NA,NA,NA,35.9,0,54251,13125,3,2,92,Orange County,06,059,06059
Placer Sheriff's Department,2008,1,NA,NA,792,5961,5.2,3,49950,25029,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2008,1,0,1,14,44,2.7,0,9458,1756,11.6,8.8,13.4,Plumas County,06,063,06063
Riverside Sheriff's Department,2008,1,NA,NA,17949,245204,14.78,19,178309,135693,42.9,1.8,83.99000000000001,Riverside County,06,065,06065
Sacramento Sheriff's Department,2008,1,82,204,5292,55972,4.9,NA,752395,676622,NA,NA,NA,Sacramento County,06,067,06067
San Benito Sheriff's Department,2008,1,2,0,220,2029,7,0,27837,24178,19,4,52,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2008,1,5,11,15386,145300,14.209999999999999,12,786220,330042,44,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2008,1,23,41,18002,26200,5,16,1069461,601690,20.3,5.5,81.5,San Diego County,06,073,06073
San Diego Work Furlough,2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2008,1,NA,NA,23,26,NA,30,546301,127309,NA,NA,NA,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2008,1,4,10,NA,NA,4,NA,NA,NA,36,52,20,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2008,1,6,9,1858,27134,NA,1,88981,43449,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2008,1,20,81,2477,20979,12.5,4,210331,106036,17,16,23,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2008,1,2,12,2318,19985,17,2,120641,93142,25,9,62,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2008,1,30,NA,NA,NA,NA,1,659812,404091,110,134,132,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2008,1,NA,NA,2305,14619,2,0,152638,87845,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2008,1,NA,NA,200,1300,NA,NA,NA,NA,NA,NA,NA,Shasta County,06,089,06089
Sierra Sheriff's Department,2008,1,0,0,27,744,0,0,460,0,5,3,4,Sierra County,06,091,06091
Siskiyou Sheriff's Department,2008,1,0,1,NA,NA,0,0,NA,NA,38,11,21,Siskiyou County,06,093,06093
Solano Sheriff's Department,2008,1,7,18,7e3,6e3,1,4,126122,77039,19.5,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2008,1,6,4,1423,20713,11.5,13,73775,58588,21,4,53.7,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2008,1,11,NA,NA,NA,6,2,78926,40924,22,7,68,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2008,1,1,NA,NA,NA,15,1,48986,29513,15.4,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2008,1,NA,NA,NA,NA,4,1,23305,NA,23,5,55,Trinity County,06,105,06105
Tulare Sheriff's Department,2008,1,NA,NA,NA,NA,NA,0,NA,NA,43.290000000000006,24.779999999999998,66.35,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2008,1,3,5,311,1630,0,0,6476,2637,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2008,1,NA,NA,4948,47929,9,NA,115608,55974,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2008,1,NA,NA,NA,NA,NA,0,470,0,59,NA,60,Ventura County,06,111,06111
Yolo Sheriff's Department,2008,1,2,7,749,1746,NA,NA,NA,NA,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2008,1,NA,NA,330,1021,45,2,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2007,4,56,251,3215,13201,5,6,603215,401203,28.41,20.06,58.7,Alameda County,06,001,06001
Amador Sheriff's Department,2007,4,NA,NA,242,3946,0.05,1,7489,3968,18,3.92,5.96,Amador County,06,005,06005
Butte Sheriff's Department,2007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,2007,4,NA,NA,NA,NA,NA,0,6519,3031,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2007,4,0,0,205,1465,17.310000000000002,0,4077,3230,10.17,7.78,18.02,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2007,4,NA,NA,3086,20506,5,13,199404,103976,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2007,4,NA,NA,353,3520,4,1,NA,NA,18.04,3.15,56.74,El Dorado County,06,017,06017
Fresno Sheriff's Department,2007,4,38,144,NA,NA,15,18,484069,286059,28.9,29.9,17.3,Fresno County,06,019,06019
Glenn Sheriff's Department,2007,4,0,1,NA,NA,18,0,28552,9709,13.83,9.5,21.5,Glenn County,06,021,06021
Humboldt Sheriff's Department,2007,4,NA,NA,856,20353,NA,2,46507,28636,13,7,42,Humboldt County,06,023,06023
Imperial Sheriff's Department,2007,4,NA,NA,2255,5928,NA,2,28326,1943,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,2007,4,0,0,NA,NA,0,0,NA,NA,25,13,49,Inyo County,06,027,06027
Kern Sheriff's Department,2007,4,30,NA,5551,42955,17,2,166399,131996,20,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,2007,4,NA,NA,561,1923,18,0,29329,18332,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2007,4,NA,NA,271,3359,NA,NA,41039,21792,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2007,4,NA,NA,1503,5e3,0,0,58761,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2007,4,NA,NA,106302,1015287,23,59,3773786,1653585,55.07,23.49,58.01,Los Angeles County,06,037,06037
Madera Corrections Department,2007,4,0,0,0,0,9,0,39014,19729,26,7,56,Madera County,06,039,06039
Marin Sheriff's Department,2007,4,4,14,723,5945,25,1,NA,NA,17.7,12,44.3,Marin County,06,041,06041
Mariposa Sheriff's Department,2007,4,0,2,102,746,0,0,10248,3453,18,17,19,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2007,4,3,NA,523,4640,10,0,18311.35,4429.84,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2007,4,2,8,3791,13416,10,0,NA,NA,NA,NA,NA,Merced County,06,047,06047
Modoc Sheriff's Department,2007,4,0,0,183,482,0,0,15301,0,30,NA,60,Modoc County,06,049,06049
Mono Sheriff's Department,2007,4,NA,NA,86,5613,4,0,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2007,4,NA,NA,2370,7469,NA,NA,NA,NA,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,2007,4,NA,NA,NA,NA,19,0,NA,NA,22,9,40,Napa County,06,055,06055
Nevada Sheriff's Department,2007,4,NA,NA,NA,NA,NA,NA,17807,9255,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2007,4,27,36,26048,112837,17.2,9,917394,693865,41.3,1.2,36.3,Orange County,06,059,06059
Santa Ana Police Department,2007,4,NA,NA,NA,NA,37.13,0,53679,12988,2,2,90,Orange County,06,059,06059
Placer Sheriff's Department,2007,4,NA,NA,855,6130,3.73,6,53864,23211,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2007,4,0,2,6,55,2.5,2,NA,3470,11.5,5.6,15.7,Plumas County,06,063,06063
Riverside Sheriff's Department,2007,4,NA,NA,17964,230804,15.55,24,521666,369196,NA,NA,NA,Riverside County,06,065,06065
Sacramento Sheriff's Department,2007,4,94,217,5411,56129,3.1,NA,841231,743893,NA,NA,NA,Sacramento County,06,067,06067
San Benito Sheriff's Department,2007,4,1,0,230,2103,9,3,33761,29717,18,5,48,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2007,4,5,11,15386,145300,15.32,3,979332,361770,48,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2007,4,22,42,18085,26607,5,16,968358,618902,21.1,5.9,80.7,San Diego County,06,073,06073
San Diego Work Furlough,2007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2007,4,NA,NA,17,16,NA,27,486816,89410,NA,NA,NA,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2007,4,4,11,NA,NA,4,NA,NA,NA,20,45,20,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2007,4,13,20,1122,17900,NA,1,117989,84543,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2007,4,32,75,2495,21083,5,9,208794,106034,17,14,23,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2007,4,1,13,2282,19388,16,4,149388,117118,21,8,51,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2007,4,31,NA,NA,NA,NA,4,717184,508390,110,138,126,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2007,4,NA,NA,2313,14622,1,0,106777,81339,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2007,4,NA,NA,NA,NA,NA,NA,NA,NA,27.8,31.9,21.5,Shasta County,06,089,06089
Sierra Sheriff's Department,2007,4,0,0,26,740,0,0,1865.98,462.45,6,4,2,Sierra County,06,091,06091
Siskiyou Sheriff's Department,2007,4,0,1,NA,NA,0,0,NA,NA,31,13,18,Siskiyou County,06,093,06093
Solano Sheriff's Department,2007,4,6,17,7e3,6e3,1,4,134888,76429,20.2,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2007,4,2,10,1413,20806,14,20,95658,44848,23.7,4.1,58.7,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2007,4,11,NA,NA,NA,5,1,98109,54170,23,9,67,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2007,4,1,2,250,740,2,0,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2007,4,1,NA,NA,NA,15,0,48986,29513,14.6,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2007,4,NA,NA,NA,NA,2,0,23305,NA,19,6,44,Trinity County,06,105,06105
Tulare Sheriff's Department,2007,4,NA,NA,NA,NA,NA,0,NA,NA,40.46,28.75,57.839999999999996,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2007,4,3,6,319,1653,0,0,4433,3099,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2007,4,NA,NA,4996,47649,8,1,101377,48850,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2007,4,NA,NA,NA,NA,NA,0,897,0,62,NA,68,Ventura County,06,111,06111
Yolo Sheriff's Department,2007,4,3,9,443,206,NA,0,NA,NA,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2007,4,NA,NA,318,1064,42,2,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2007,3,51,253,3183,12623,5,7,583516,372427,28.59,19.06,57.230000000000004,Alameda County,06,001,06001
Amador Sheriff's Department,2007,3,NA,NA,251,3967,0.05,0,10522,4004,15.16,2.54,8.84,Amador County,06,005,06005
Butte Sheriff's Department,2007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,2007,3,NA,NA,NA,NA,NA,0,9224,6461,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2007,3,0,0,208,1471,10.42,0,2430,1730,10.88,6.819999999999999,20.89,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2007,3,120,NA,3105,20498,5,4,103287,76535,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2007,3,NA,NA,385,3631,1,1,NA,NA,14.44,2.3499999999999996,49,El Dorado County,06,017,06017
Fresno Sheriff's Department,2007,3,38,144,NA,NA,15,14,484069,286059,28.9,29.9,17.3,Fresno County,06,019,06019
Glenn Sheriff's Department,2007,3,1,0,NA,NA,21,0,31773,14505,13.83,9.5,22.66,Glenn County,06,021,06021
Humboldt Sheriff's Department,2007,3,NA,NA,858,20248,NA,4,79734,62574,15,8,49,Humboldt County,06,023,06023
Imperial Sheriff's Department,2007,3,NA,NA,2151,5400,NA,1,24594,5550,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,2007,3,0,0,NA,NA,4,0,NA,NA,33,8,55,Inyo County,06,027,06027
Kern Sheriff's Department,2007,3,30,NA,5439,44166,17,4,160505,123009,21,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,2007,3,NA,NA,552,1792,16,2,23260,13389,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2007,3,NA,NA,275,4459,NA,NA,24119,16578,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2007,3,NA,NA,1103,4500,1,0,52173,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2007,3,NA,NA,106275,1000341,23,75,3309442,1291341,46.849999999999994,23.91,48.9,Los Angeles County,06,037,06037
Madera Corrections Department,2007,3,0,0,0,0,10,0,31037,12135,24,7,56,Madera County,06,039,06039
Marin Sheriff's Department,2007,3,4,10,735,5948,20,1,NA,NA,19.3,14.1,46.6,Marin County,06,041,06041
Mariposa Sheriff's Department,2007,3,1,0,102,856,0,0,15957,10187,16,17,15,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2007,3,2,NA,496,4525,12,13,13740,2462,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2007,3,3,6,3765,13191,9,0,NA,NA,NA,NA,NA,Merced County,06,047,06047
Modoc Sheriff's Department,2007,3,0,0,198,853,0,0,10313,0,30,NA,60,Modoc County,06,049,06049
Mono Sheriff's Department,2007,3,NA,NA,68,5210,3,0,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2007,3,NA,NA,2488,7566,NA,0,NA,NA,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,2007,3,NA,NA,NA,NA,21,0,NA,NA,16.5,10.5,59.3,Napa County,06,055,06055
Nevada Sheriff's Department,2007,3,NA,NA,NA,NA,NA,NA,19177,11815,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2007,3,22,35,25818,111228,17.1,10,981779,693865,42.5,1.2,36,Orange County,06,059,06059
Santa Ana Police Department,2007,3,NA,NA,NA,NA,37.08,0,52778,13433,2,2,88,Orange County,06,059,06059
Placer Sheriff's Department,2007,3,NA,NA,958,6043,1.5,2,48984,18283,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2007,3,1,5,9,42,1.9,1,NA,3307,8.1,5.1,10.6,Plumas County,06,063,06063
Riverside Sheriff's Department,2007,3,10,1,18056,216709,16.1,11,513145,344746,NA,NA,NA,Riverside County,06,065,06065
Sacramento Sheriff's Department,2007,3,93,211,5447,55096,3.6,NA,555186,539196,NA,NA,NA,Sacramento County,06,067,06067
San Benito Sheriff's Department,2007,3,1,0,216,1979,8,1,28607,24176,16.7,NA,NA,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2007,3,10,21,15264,141629,15.8,2,951707,361488,42,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2007,3,12,46,18048,26419,5,17,868821,524497,18.2,5.3,71.2,San Diego County,06,073,06073
San Diego Work Furlough,2007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2007,3,NA,NA,15,20,NA,21,530701,117034,NA,NA,NA,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2007,3,4,9,NA,NA,4,NA,NA,NA,19,38,19,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2007,3,1,3,1003,16905,NA,2,96484,77285,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2007,3,39,96,2428,21128,6,6,171638,120551,17,16,23,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2007,3,1,13,2294,18969,15,9,136791,105816,22,8,52,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2007,3,35,NA,NA,NA,NA,11,807733,499932,105,132,123,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2007,3,NA,NA,1252,8168,3,1,132047,99575,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2007,3,NA,NA,NA,NA,NA,NA,NA,NA,16.5,29,22.8,Shasta County,06,089,06089
Sierra Sheriff's Department,2007,3,0,0,30,735,1,0,4360,1951,6,6,NA,Sierra County,06,091,06091
Siskiyou Sheriff's Department,2007,3,0,1,NA,NA,0,0,NA,NA,29,10,19,Siskiyou County,06,093,06093
Solano Sheriff's Department,2007,3,5,9,7e3,6e3,1,1,132655,76174,20.9,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2007,3,6,9,1449,20852,12,17,42755,39819,21.1,5.4,55.7,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2007,3,23,NA,NA,NA,4,1,55141,31511,44,8,73,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2007,3,1,2,207,695,2,0,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2007,3,1,NA,NA,NA,15,0,37033,26758,13.9,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2007,3,NA,NA,NA,NA,3,1,16338,NA,12,4,40,Trinity County,06,105,06105
Tulare Sheriff's Department,2007,3,NA,NA,NA,NA,NA,0,NA,NA,30.7,24.35,39.790000000000006,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2007,3,4,2,319,1317,0,0,7797,3242,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2007,3,NA,NA,5038,47433,8,0,107049,47875,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2007,3,NA,NA,NA,NA,NA,0,473,0,60,NA,63,Ventura County,06,111,06111
Yolo Sheriff's Department,2007,3,2,7,241,192,NA,0,NA,NA,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2007,3,NA,NA,310,1029,45,1,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2007,2,51,248,3373,13712,5,6,591403,398431,29.01,22.03,61.04,Alameda County,06,001,06001
Amador Sheriff's Department,2007,2,NA,NA,22,3130,1.5,0,9840,5951,14.89,4.28,10.61,Amador County,06,005,06005
Butte Sheriff's Department,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,2007,2,NA,NA,NA,NA,NA,0,6902,4319,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2007,2,0,0,207,1382,8.82,0,2439,1595,8.239999999999998,6.2,22.459999999999997,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2007,2,115,NA,3211,20353,5,11,188994,96858,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2007,2,NA,NA,389,3644,1,0,NA,NA,17.17,3.3,61.42,El Dorado County,06,017,06017
Fresno Sheriff's Department,2007,2,NA,NA,13229,130866,15,20,NA,NA,28.630000000000003,NA,NA,Fresno County,06,019,06019
Glenn Sheriff's Department,2007,2,0,0,528,3679,20,0,28363,8618,11,7,25,Glenn County,06,021,06021
Humboldt Sheriff's Department,2007,2,NA,NA,855,20215,NA,2,45022,31029,13,9,43,Humboldt County,06,023,06023
Imperial Sheriff's Department,2007,2,NA,NA,2076,4882,NA,0,24558,6832,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,2007,2,0,0,NA,NA,3,0,NA,NA,19,4,41,Inyo County,06,027,06027
Kern Sheriff's Department,2007,2,30,NA,5481,44150,17,2,172222,117930,20,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,2007,2,NA,NA,546,2202,19,4,17872,10176,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2007,2,NA,NA,269,3659,NA,NA,24205,19865,NA,NA,NA,Lake County,06,033,06033
