jurisdiction,year,month,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,facility,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility
Santa Cruz Sheriff's Department,2008,july,Santa Cruz County,06,087,06087,Santa Cruz Medium Security,0,0,39,0,39
Santa Cruz Sheriff's Department,2008,july,Santa Cruz County,06,087,06087,Santa Cruz Rountree Lane Minimum,0,0,93,0,93
Shasta Sheriff's Department,2008,july,Shasta County,06,089,06089,Shasta County Main Jail,215,39,76,12,342
Sierra Sheriff's Department,2008,july,Sierra County,06,091,06091,Sierra County Jail,2,1,1,0,4
Siskiyou Sheriff's Department,2008,july,Siskiyou County,06,093,06093,Siskiyou County Jail,69,4,9,3,85
Solano Sheriff's Department,2008,july,Solano County,06,095,06095,Claybank Facility,176,23,112,40,351
Solano Sheriff's Department,2008,july,Solano County,06,095,06095,Solano County Justice Center,480,65,79,21,645
Sonoma Sheriff's Department,2008,july,Sonoma County,06,097,06097,Sonoma Main Adult Detention,389,44,180,38,651
Sonoma Sheriff's Department,2008,july,Sonoma County,06,097,06097,Sonoma-North County Facility,92,10,197,53,352
Stanislaus Sheriff's Department,2008,july,Stanislaus County,06,099,06099,Stanislaus Co. Public Safety Center,361,97,112,104,674
Stanislaus Sheriff's Department,2008,july,Stanislaus County,06,099,06099,Stanislaus County Honor Farm,107,0,226,0,333
Stanislaus Sheriff's Department,2008,july,Stanislaus County,06,099,06099,Stanislaus County Jail,288,0,85,0,373
Sutter Sheriff's Department,2008,july,Sutter County,06,101,06101,Sutter County Jail,158,19,54,21,252
Tehama Sheriff's Department,2008,july,Tehama County,06,103,06103,Tehama County Jail,78,12,70,21,181
Trinity Sheriff's Department,2008,july,Trinity County,06,105,06105,Trinity Co. Detention Facility,22,4,16,2,44
Tulare Sheriff's Department,2008,july,Tulare County,06,107,06107,Bob Wiley Detention Facility,321,104,213,61,699
Tulare Sheriff's Department,2008,july,Tulare County,06,107,06107,Men's Correctional Facility,74,0,276,0,350
Tulare Sheriff's Department,2008,july,Tulare County,06,107,06107,Pre-Trial Facility,70,2,110,43,225
Tulare Sheriff's Department,2008,july,Tulare County,06,107,06107,Tulare County Jail,192,0,62,0,254
Tuolumne Sheriff's Department,2008,july,Tuolumne County,06,109,06109,Tuolumne County Jail,67,16,44,11,138
Ventura Sheriff's Department,2008,july,Ventura County,06,111,06111,Todd Road Jail,614,0,222,0,836
Ventura Sheriff's Department,2008,july,Ventura County,06,111,06111,Ventura County Main Jail,456,154,155,79,844
Ventura Work Furlough,2008,july,Ventura County,06,111,06111,Ventura County Work Furlough,0,0,95,24,119
Yolo Sheriff's Department,2008,july,Yolo County,06,113,06113,Leinberger Center,73,0,53,0,126
Yolo Sheriff's Department,2008,july,Yolo County,06,113,06113,Monroe Detention Center,219,47,22,13,301
Yuba Sheriff's Department,2008,july,Yuba County,06,115,06115,Yuba County Jail,293,54,46,13,406
Alameda Sheriff's Department,2008,january,Alameda County,06,001,06001,Glen Dyer Jail,449,3,82,0,534
Alameda Sheriff's Department,2008,january,Alameda County,06,001,06001,Santa Rita Jail,2709,231,654,119,3713
Amador Sheriff's Department,2008,january,Amador County,06,005,06005,Amador County Jail,31,10,58,9,108
Butte Sheriff's Department,2008,january,Butte County,06,007,06007,Butte County Jail,263,49,136,37,485
Calaveras Sheriff's Department,2008,january,Calaveras County,06,009,06009,Calaveras County Jail,41,5,26,3,75
Colusa Sheriff's Department,2008,january,Colusa County,06,011,06011,Colusa County Jail,24,4,20,5,53
Contra Costa Sheriff's Department,2008,january,Contra Costa County,06,013,06013,Marsh Creek Detention Facility,0,0,86,0,86
Contra Costa Sheriff's Department,2008,january,Contra Costa County,06,013,06013,Martinez Detention Facility,413,3,225,2,643
Contra Costa Sheriff's Department,2008,january,Contra Costa County,06,013,06013,West County Detention Facility,505,130,159,41,835
Del Norte Sheriff's Department,2008,january,Del Norte County,06,015,06015,Del Norte County Jail,71,14,47,14,146
El Dorado Sheriff's Department,2008,january,El Dorado County,06,017,06017,El Dorado County Jail,105,14,83,14,216
El Dorado Sheriff's Department,2008,january,El Dorado County,06,017,06017,South Lake Tahoe Jail,54,9,42,7,112
Fresno Sheriff's Department,2008,january,Fresno County,06,019,06019,Fresno County Main Jail,712,0,106,0,818
Fresno Sheriff's Department,2008,january,Fresno County,06,019,06019,Fresno County Satellite Jail,0,0,176,0,176
Fresno Sheriff's Department,2008,january,Fresno County,06,019,06019,Fresno North Annex  Jail,1077,0,234,0,1311
Fresno Sheriff's Department,2008,january,Fresno County,06,019,06019,Fresno South Annex Jail,160,261,48,112,581
Glenn Sheriff's Department,2008,january,Glenn County,06,021,06021,Glenn Co Adult Detention Fac,60,11,21,3,95
Humboldt Sheriff's Department,2008,january,Humboldt County,06,023,06023,Humboldt Co. Corr. Facility,173,30,121,23,347
Imperial Sheriff's Department,2008,january,Imperial County,06,025,06025,Herbert Hughes Corr. Center,74,0,54,0,128
Imperial Sheriff's Department,2008,january,Imperial County,06,025,06025,Imperial Adult Regional Fac.,111,31,82,21,245
Inyo Sheriff's Department,2008,january,Inyo County,06,027,06027,Inyo County Jail,18,8,40,10,76
Kern Sheriff's Department,2008,january,Kern County,06,029,06029,Central Receiving Facility,102,31,24,3,160
Kern Sheriff's Department,2008,january,Kern County,06,029,06029,Lerdo Maximum/Medium,94,0,12,0,106
Kern Sheriff's Department,2008,january,Kern County,06,029,06029,Lerdo Minimum,534,30,230,65,859
Kern Sheriff's Department,2008,january,Kern County,06,029,06029,Lerdo Pre-Trial Facility,901,167,57,43,1168
Kings Sheriff's Department,2008,january,Kings County,06,031,06031,Kings County Jail Facility,148,24,138,38,348
Lake Sheriff's Department,2008,january,Lake County,06,033,06033,Lake County Hill Road Facility,120,16,78,23,237
Lassen Sheriff's Department,2008,january,Lassen County,06,035,06035,Lassen Adult Detention Facility,30,10,38,9,87
Los Angeles Sheriff's Department,2008,january,Los Angeles County,06,037,06037,LA Century Reg. Det. Facility,0,1458,0,691,2149
Los Angeles Sheriff's Department,2008,january,Los Angeles County,06,037,06037,LA Men's Central Jail,3490,0,1295,0,4785
Los Angeles Sheriff's Department,2008,january,Los Angeles County,06,037,06037,LA North County Corr. Facility,2705,0,1103,0,3808
Los Angeles Sheriff's Department,2008,january,Los Angeles County,06,037,06037,LA Pitchess East Facility,1346,0,477,0,1823
Los Angeles Sheriff's Department,2008,january,Los Angeles County,06,037,06037,LA Pitchess North Facility,1129,0,423,0,1552
Los Angeles Sheriff's Department,2008,january,Los Angeles County,06,037,06037,LA Pitchess South (No. Annex),526,0,857,0,1383
Los Angeles Sheriff's Department,2008,january,Los Angeles County,06,037,06037,LA Twin Towers Corr. Facility,2714,18,976,0,3708
Madera Corrections Department,2008,january,Madera County,06,039,06039,Madera Adult Correctional Fac,281,43,38,10,372
Marin Sheriff's Department,2008,january,Marin County,06,041,06041,Marin County Jail,231,31,38,8,308
Mariposa Sheriff's Department,2008,january,Mariposa County,06,043,06043,Mariposa Co. Adult Det. Fac.,19,2,17,5,43
Mendocino Sheriff's Department,2008,january,Mendocino County,06,045,06045,Mendocino Adult Det. Facility,180,23,70,18,291
Merced Sheriff's Department,2008,january,Merced County,06,047,06047,John Latorraca Correctional Center,334,52,144,19,549
Merced Sheriff's Department,2008,january,Merced County,06,047,06047,Merced County Jail,129,0,42,0,171
Modoc Sheriff's Department,2008,january,Modoc County,06,049,06049,Modoc County Jail,10,1,6,1,18
Mono Sheriff's Department,2008,january,Mono County,06,051,06051,Mono County Jail,14,1,14,1,30
Monterey Sheriff's Department,2008,january,Monterey County,06,053,06053,Monterey County Jail,552,102,53,31,738
Monterey Sheriff's Department,2008,january,Monterey County,06,053,06053,Monterey County Rehabilitation,180,0,136,0,316
Napa Corrections Department,2008,january,Napa County,06,055,06055,Napa County Jail,128,20,77,10,235
Nevada Sheriff's Department,2008,january,Nevada County,06,057,06057,Wayne Brown Correctional Facility,114,38,48,8,208
Orange Sheriff's Department,2008,january,Orange County,06,059,06059,Intake Release Center,240,196,104,182,722
Orange Sheriff's Department,2008,january,Orange County,06,059,06059,James A Musick Facilities,225,36,476,91,828
Orange Sheriff's Department,2008,january,Orange County,06,059,06059,Orange County Mens Jail,810,0,387,0,1197
Orange Sheriff's Department,2008,january,Orange County,06,059,06059,Orange County Women's Jail,0,153,0,168,321
Orange Sheriff's Department,2008,january,Orange County,06,059,06059,Theo Lacy,1605,0,1256,0,2861
Santa Ana Police Department,2008,january,Orange County,06,059,06059,Santa Ana Police Facility,349,52,8,0,409
Placer Sheriff's Department,2008,january,Placer County,06,061,06061,Placer County Main Jail,310,42,56,10,418
Placer Sheriff's Department,2008,january,Placer County,06,061,06061,Placer County Minimum Security,7,3,120,26,156
Plumas Sheriff's Department,2008,january,Plumas County,06,063,06063,Plumas County Jail,12,4,21,3,40
Riverside Sheriff's Department,2008,january,Riverside County,06,065,06065,Blythe Jail,77,0,22,0,99
Riverside Sheriff's Department,2008,january,Riverside County,06,065,06065,Indio Jail,291,44,35,2,372
Riverside Sheriff's Department,2008,january,Riverside County,06,065,06065,Larry D. Smith Correctional Facility,588,87,195,44,914
Riverside Sheriff's Department,2008,january,Riverside County,06,065,06065,Robert Presley Detention Ctr.,900,145,98,15,1158
Riverside Sheriff's Department,2008,january,Riverside County,06,065,06065,Southwest Detention Center,1002,4,120,0,1126
Sacramento Sheriff's Department,2008,january,Sacramento County,06,067,06067,Rio Cosumnes Correctional Ctr.,580,0,1293,0,1873
Sacramento Sheriff's Department,2008,january,Sacramento County,06,067,06067,Rio Cosumnes- Womens Facility,0,13,0,242,255
Sacramento Sheriff's Department,2008,january,Sacramento County,06,067,06067,Sacramento County Main Jail,1915,255,161,27,2358
San Benito Sheriff's Department,2008,january,San Benito County,06,069,06069,San Benito Adult Detention,51,9,45,5,110
San Bernardino Sheriff's Department,2008,january,San Bernardino County,06,071,06071,San Bernardino Central Detention Center,720,130,67,5,922
San Bernardino Sheriff's Department,2008,january,San Bernardino County,06,071,06071,San Bernardino County Glen Helen,193,80,590,187,1050
San Bernardino Sheriff's Department,2008,january,San Bernardino County,06,071,06071,San Bernardino High Desert Detention Center,619,0,72,0,691
San Bernardino Sheriff's Department,2008,january,San Bernardino County,06,071,06071,West Valley Detention Center,2206,346,172,36,2760
San Diego Sheriff's Department,2008,january,San Diego County,06,073,06073,Descanso Detention Facility,12,0,316,0,328
San Diego Sheriff's Department,2008,january,San Diego County,06,073,06073,East Mesa Reentry Facility,142,0,309,0,451
San Diego Sheriff's Department,2008,january,San Diego County,06,073,06073,George Bailey Detention Facility,1004,0,419,0,1423
San Diego Sheriff's Department,2008,january,San Diego County,06,073,06073,Las Colinas Womens Detention,0,407,0,305,712
San Diego Sheriff's Department,2008,january,San Diego County,06,073,06073,San Diego Central Detention,709,0,164,0,873
San Diego Sheriff's Department,2008,january,San Diego County,06,073,06073,San Diego Facility #8,102,0,79,0,181
San Diego Sheriff's Department,2008,january,San Diego County,06,073,06073,South Bay Regional Facility- Chula Vista,339,0,71,0,410
San Diego Sheriff's Department,2008,january,San Diego County,06,073,06073,Vista Facility,497,62,130,10,699
San Diego Work Furlough,2008,january,San Diego County,06,073,06073,Wk. Furlough/Corr. Alternative,0,1,162,45,208
San Francisco Sheriff's Department,2008,january,San Francisco County,06,075,06075,San Francisco County Jail #2,125,203,15,60,403
San Francisco Sheriff's Department,2008,january,San Francisco County,06,075,06075,San Francisco County Jail #3,334,0,66,0,400
San Francisco Sheriff's Department,2008,january,San Francisco County,06,075,06075,San Francisco County Jail #4,303,0,76,0,379
San Francisco Sheriff's Department,2008,january,San Francisco County,06,075,06075,San Francisco County Jail #5,694,0,209,0,903
San Joaquin Sheriff's Department,2008,january,San Joaquin County,06,077,06077,John J. Zunino Facility,676,97,191,34,998
San Joaquin Sheriff's Department,2008,january,San Joaquin County,06,077,06077,San Joaquin County Honor Farm,41,11,388,78,518
San Luis Obispo Sheriff's Department,2008,january,San Luis Obispo County,06,079,06079,San Luis Obispo County Jail,200,33,178,44,455
San Luis Obispo Sheriff's Department,2008,january,San Luis Obispo County,06,079,06079,San Luis Obispo Honor Farm,0,0,58,0,58
San Mateo Sheriff's Department,2008,january,San Mateo County,06,081,06081,Maguire Correctional Facility,458,5,431,6,900
San Mateo Sheriff's Department,2008,january,San Mateo County,06,081,06081,Minimum Security Transitional Fac.,0,0,42,0,42
San Mateo Sheriff's Department,2008,january,San Mateo County,06,081,06081,Womens Correctional Center,0,58,0,83,141
San Mateo Sheriff's Department,2008,january,San Mateo County,06,081,06081,Womens Transitional Fac,0,0,1,0,1
Santa Barbara Sheriff's Department,2008,january,Santa Barbara County,06,083,06083,Medium Security Facility,100,24,116,20,260
Santa Barbara Sheriff's Department,2008,january,Santa Barbara County,06,083,06083,Santa Barbara County Main Jail,405,67,151,33,656
Santa Barbara Sheriff's Department,2008,january,Santa Barbara County,06,083,06083,Santa Maria Branch Jail,19,1,4,0,24
Santa Clara Corrections Department,2008,january,Santa Clara County,06,085,06085,Elmwood Complex - Men's facility,1562,0,981,0,2543
Santa Clara Corrections Department,2008,january,Santa Clara County,06,085,06085,Elmwood Complex - Women's Facility,0,340,0,199,539
Santa Clara Corrections Department,2008,january,Santa Clara County,06,085,06085,Santa Clara County Main Jail,1184,0,183,0,1367
Santa Cruz Sheriff's Department,2008,january,Santa Cruz County,06,087,06087,Santa Cruz Blaine Womens Min,0,0,0,32,32
Santa Cruz Sheriff's Department,2008,january,Santa Cruz County,06,087,06087,Santa Cruz Main Jail,171,28,102,17,318
Santa Cruz Sheriff's Department,2008,january,Santa Cruz County,06,087,06087,Santa Cruz Medium Security,0,0,39,0,39
Santa Cruz Sheriff's Department,2008,january,Santa Cruz County,06,087,06087,Santa Cruz Rountree Lane Minimum,0,0,88,0,88
Shasta Sheriff's Department,2008,january,Shasta County,06,089,06089,Shasta County Main Jail,223,34,74,20,351
Sierra Sheriff's Department,2008,january,Sierra County,06,091,06091,Sierra County Jail,5,1,2,0,8
Siskiyou Sheriff's Department,2008,january,Siskiyou County,06,093,06093,Siskiyou County Jail,56,3,9,7,75
Solano Sheriff's Department,2008,january,Solano County,06,095,06095,Claybank Facility,188,42,113,22,365
Solano Sheriff's Department,2008,january,Solano County,06,095,06095,Solano County Justice Center,483,71,91,20,665
Sonoma Sheriff's Department,2008,january,Sonoma County,06,097,06097,Sonoma Main Adult Detention,374,45,196,29,644
Sonoma Sheriff's Department,2008,january,Sonoma County,06,097,06097,Sonoma-North County Facility,117,25,192,35,369
Stanislaus Sheriff's Department,2008,january,Stanislaus County,06,099,06099,Stanislaus Co. Public Safety Center,369,99,89,95,652
Stanislaus Sheriff's Department,2008,january,Stanislaus County,06,099,06099,Stanislaus County Honor Farm,96,0,213,0,309
Stanislaus Sheriff's Department,2008,january,Stanislaus County,06,099,06099,Stanislaus County Jail,249,0,110,0,359
Sutter Sheriff's Department,2008,january,Sutter County,06,101,06101,Sutter County Jail,150,21,64,17,252
Tehama Sheriff's Department,2008,january,Tehama County,06,103,06103,Tehama County Jail,80,12,64,15,171
Trinity Sheriff's Department,2008,january,Trinity County,06,105,06105,Trinity Co. Detention Facility,13,6,22,1,42
Tulare Sheriff's Department,2008,january,Tulare County,06,107,06107,Bob Wiley Detention Facility,336,114,192,53,695
Tulare Sheriff's Department,2008,january,Tulare County,06,107,06107,Men's Correctional Facility,76,0,285,0,361
Tulare Sheriff's Department,2008,january,Tulare County,06,107,06107,Pre-Trial Facility,81,0,117,47,245
Tulare Sheriff's Department,2008,january,Tulare County,06,107,06107,Tulare County Jail,187,0,61,0,248
Tuolumne Sheriff's Department,2008,january,Tuolumne County,06,109,06109,Tuolumne County Jail,66,10,49,11,136
Ventura Sheriff's Department,2008,january,Ventura County,06,111,06111,Todd Road Jail,557,0,254,0,811
Ventura Sheriff's Department,2008,january,Ventura County,06,111,06111,Ventura County Main Jail,443,135,154,66,798
